district_id,district_name,state,year,latitude,longitude,population,urban_population,rural_population,number_of_doctors,number_of_hospitals,hospital_beds,primary_health_centers,disease_burden_index,doctor_to_population_ratio,bed_availability_index,healthcare_access_score,under_served_flag
IND_0006,Auraiya,Uttar Pradesh,2022,27.7213,79.9567,1300417,374686,925731,816,35,510,17,0.3728,,0.0784,0.3862,0
IND_0006,Auraiya,Uttar Pradesh,2023,27.7213,79.9567,1313198,384934,,693,33,532,22,0.4255,,0.081,0.3711,0
IND_0007,Ayodhya,Uttar Pradesh,2019,29.1209,82.7119,305177,74905,230272,227,9,114,5,0.457,,0.0747,0.3967,0
IND_0007,Ayodhya,Uttar Pradesh,2020,29.1209,82.7119,309226,77445,231781,183,12,306,7,0.47,0.5918,0.1979,0.4665,0
IND_0007,Ayodhya,Uttar Pradesh,2021,29.1209,82.7119,313866,80177,233689,309,8,120,5,0.4253,0.9845,0.0765,0.4264,0
IND_0007,Ayodhya,Uttar Pradesh,2022,29.1209,82.7119,320914,83582,237332,182,11,254,6,0.392,0.5671,0.1583,0.4201,0
IND_0007,Ayodhya,Uttar Pradesh,2023,29.1209,82.7119,324526,86145,238381,171,10,187,4,0.3595,0.5269,0.1152,0.3596,0
IND_0008,Azamgarh,Uttar Pradesh,2019,24.6204,82.5815,753267,214828,538439,364,19,290,17,0.4498,0.4832,0.077,0.4164,0
IND_0008,Azamgarh,Uttar Pradesh,2020,24.6204,82.5815,765685,222198,543487,528,30,686,18,0.4906,0.6896,0.1792,0.4768,0
IND_0008,Azamgarh,Uttar Pradesh,2021,24.6204,82.5815,773728,228400,545328,641,25,738,12,0.5198,0.8285,0.1908,0.4326,0
IND_0008,Azamgarh,Uttar Pradesh,2022,24.6204,82.5815,790387,237270,553117,580,22,,15,0.4101,0.7338,0.1678,0.472,0
IND_0008,Azamgarh,Uttar Pradesh,2023,24.6204,82.5815,807507,246447,561060,674,28,573,17,0.4902,0.8347,0.1419,0.4691,0
IND_0009,Baghpat,Uttar Pradesh,2019,27.7024,80.0925,396089,100759,295330,233,12,227,6,0.4606,0.5883,0.1146,0.3511,0
IND_0009,Baghpat,Uttar Pradesh,2020,27.7024,80.0925,400873,103981,,312,16,324,5,0.5697,,0.1616,0.3619,0
IND_0009,Baghpat,Uttar Pradesh,2021,27.7024,80.0925,408373,107968,300405,190,12,249,,0.4833,0.4653,0.1219,0.3736,0
IND_0009,Baghpat,Uttar Pradesh,2022,27.7024,80.0925,410717,110641,300076,226,14,197,9,0.3768,0.5503,0.0959,0.4385,0
IND_0009,Baghpat,Uttar Pradesh,2023,27.7024,80.0925,417469,114548,302921,263,9,145,5,0.3772,0.63,0.0695,0.3416,0
IND_0010,Bahraich,Uttar Pradesh,2019,27.4435,80.3709,1521611,445316,1076295,1339,60,1230,18,0.3903,0.88,0.1617,0.4237,0
IND_0010,Bahraich,Uttar Pradesh,2020,27.4435,80.3709,1540038,458409,1081629,1411,51,1177,32,,0.9162,0.1529,0.4958,0
IND_0010,Bahraich,Uttar Pradesh,2021,27.4435,80.3709,1559879,472114,1087765,1182,46,879,,0.4686,0.7578,,0.4803,0
IND_0010,Bahraich,Uttar Pradesh,2022,27.4435,80.3709,1591013,489492,1101521,1224,60,810,34,0.4243,0.7693,0.1018,0.4606,0
IND_0010,Bahraich,Uttar Pradesh,2023,27.4435,80.3709,1601158,500619,1100539,1595,43,1266,34,0.471,0.9962,,0.5338,0
IND_0011,Ballia,Uttar Pradesh,2019,28.4568,84.0394,535044,108825,,421,21,648,,0.4793,0.7869,0.2422,0.4566,0
IND_0011,Ballia,Uttar Pradesh,2020,28.4568,84.0394,541674,,428792,,20,490,14,0.4964,0.5889,0.1809,0.4687,0
IND_0011,Ballia,Uttar Pradesh,2021,28.4568,84.0394,552958,117998,434960,359,19,601,,,0.6492,0.2174,0.4485,0
IND_0011,Ballia,Uttar Pradesh,2022,28.4568,84.0394,558337,121938,436399,452,23,317,10,0.4819,0.8095,0.1136,0.4287,0
IND_0011,Ballia,Uttar Pradesh,2023,28.4568,84.0394,568046,126898,441148,319,15,413,10,0.3587,0.5616,0.1454,0.4113,0
IND_0012,Balrampur,Uttar Pradesh,2019,24.4038,83.681,194560,47323,147237,170,6,82,3,,0.8738,0.0843,0.4171,0
IND_0012,Balrampur,Uttar Pradesh,2020,24.4038,83.681,197455,49014,148441,147,5,116,3,0.5696,0.7445,0.1175,0.3839,0
IND_0012,Balrampur,Uttar Pradesh,2021,24.4038,83.681,201322,50981,,89,5,134,2,0.5626,0.4421,0.1331,0.2951,0
IND_0012,Balrampur,Uttar Pradesh,2022,24.4038,83.681,204458,52797,151661,,6,113,4,,0.4989,0.1105,0.3816,0
IND_0012,Balrampur,Uttar Pradesh,2023,24.4038,83.681,208797,54962,153835,178,7,87,3,0.4233,0.8525,0.0833,0.4128,0
IND_0013,Banda,Uttar Pradesh,2019,28.3783,78.7558,524741,129167,395574,,16,326,11,0.4096,0.9243,0.1243,0.4976,0
IND_0013,Banda,Uttar Pradesh,2020,28.3783,78.7558,533772,134059,399713,454,20,490,7,0.4501,0.8506,0.1836,0.4129,0
IND_0013,Banda,Uttar Pradesh,2021,28.3783,78.7558,537819,137765,400054,401,20,,6,0.4244,0.7456,0.1569,0.422,0
IND_0013,Banda,Uttar Pradesh,2022,28.3783,78.7558,545238,142391,402847,,,231,9,0.4277,0.7245,0.0847,0.3995,0
IND_0013,Banda,Uttar Pradesh,2023,28.3783,78.7558,553002,147184,405818,289,20,252,14,0.3578,0.5226,0.0911,0.4959,0
IND_0014,Barabanki,Uttar Pradesh,2019,26.7853,81.9268,568381,218348,350033,107,9,140,5,0.5486,0.1883,,0.2421,1
IND_0014,Barabanki,Uttar Pradesh,2020,26.7853,81.9268,575306,223884,351422,141,12,227,4,0.6442,0.2451,0.0789,0.1903,1
IND_0014,Barabanki,Uttar Pradesh,2021,26.7853,81.9268,586411,231138,355273,234,13,217,6,0.5821,0.399,0.074,0.3142,1
IND_0014,Barabanki,Uttar Pradesh,2022,26.7853,81.9268,591798,236220,355578,194,9,150,3,,0.3278,0.0507,0.2581,1
IND_0014,Barabanki,Uttar Pradesh,2023,26.7853,81.9268,602897,,359232,308,10,173,3,,0.5109,0.0574,0.2404,1
IND_0015,Bareilly,Uttar Pradesh,2019,30.1698,77.137,487741,149810,337931,335,17,214,7,0.4557,0.6868,0.0878,0.3945,0
IND_0015,Bareilly,Uttar Pradesh,2020,30.1698,77.137,495593,154700,340893,343,19,239,12,0.534,,0.0965,0.4398,0
IND_0015,Bareilly,Uttar Pradesh,2021,30.1698,77.137,501930,159188,342742,464,16,473,,0.4791,0.9244,0.1885,0.465,0
IND_0015,Bareilly,Uttar Pradesh,2022,30.1698,77.137,511790,164874,346916,334,13,215,6,0.4405,,0.084,0.3731,0
IND_0015,Bareilly,Uttar Pradesh,2023,30.1698,77.137,516205,168877,347328,,16,436,11,0.4577,0.678,0.1689,0.4809,0
IND_0016,Basti,Uttar Pradesh,2019,25.8281,83.1227,538656,89025,449631,299,13,333,9,0.4288,0.5551,,0.383,0
IND_0016,Basti,Uttar Pradesh,2020,25.8281,83.1227,547166,93168,453998,517,20,331,9,0.5063,0.9449,0.121,0.3957,0
IND_0016,Basti,Uttar Pradesh,2021,25.8281,83.1227,552760,96884,455876,471,14,174,13,0.5139,0.8521,0.063,0.4258,0
IND_0016,Basti,Uttar Pradesh,2022,25.8281,83.1227,565437,101933,,483,,370,13,0.3911,0.8542,0.1309,0.4649,0
IND_0016,Basti,Uttar Pradesh,2023,25.8281,83.1227,572155,106005,,356,21,529,12,0.4596,0.6222,0.1849,0.4184,0
IND_0017,Bhadohi,Uttar Pradesh,2019,26.7724,82.7712,1109929,229896,880033,594,28,855,24,,0.5352,0.1541,0.4482,0
IND_0017,Bhadohi,Uttar Pradesh,2020,26.7724,82.7712,1125646,238780,886866,526,37,737,22,0.511,0.4673,0.1309,0.3798,0
IND_0017,Bhadohi,Uttar Pradesh,2021,26.7724,82.7712,1148592,249390,899202,1064,43,585,22,0.4577,0.9264,0.1019,0.4472,0
IND_0017,Bhadohi,Uttar Pradesh,2022,26.7724,82.7712,1160681,257819,902862,753,34,425,17,0.4945,0.6488,0.0732,0.3548,0
IND_0017,Bhadohi,Uttar Pradesh,2023,26.7724,82.7712,1181372,268321,913051,946,28,593,16,0.4992,,0.1004,0.3778,0
IND_0018,Bijnor,Uttar Pradesh,2019,30.3782,83.2048,349423,65671,283752,223,,206,6,,0.6382,0.1179,0.4127,0
IND_0018,Bijnor,Uttar Pradesh,2020,30.3782,83.2048,353903,68282,285621,250,8,252,9,0.5632,0.7064,0.1424,0.4416,0
IND_0018,Bijnor,Uttar Pradesh,2021,30.3782,83.2048,359535,71167,288368,,14,388,6,0.5195,0.6898,0.2158,0.3878,0
IND_0018,Bijnor,Uttar Pradesh,2022,30.3782,83.2048,366122,,,,9,200,8,0.3563,0.4698,0.1093,0.4268,0
IND_0018,Bijnor,Uttar Pradesh,2023,30.3782,83.2048,372281,77412,294869,199,9,245,6,0.3531,0.5345,0.1316,0.3901,0
IND_0019,Budaun,Uttar Pradesh,2019,28.9126,81.9293,294092,83026,211066,166,9,242,6,0.4485,0.5644,0.1646,0.4288,0
IND_0019,Budaun,Uttar Pradesh,2020,28.9126,81.9293,297969,85611,212358,271,8,233,7,0.543,0.9095,0.1564,0.475,0
IND_0019,Budaun,Uttar Pradesh,2021,28.9126,81.9293,304549,89024,215525,134,7,198,4,0.5163,0.44,0.13,0.3354,0
IND_0019,Budaun,Uttar Pradesh,2022,28.9126,81.9293,307316,91369,215947,131,11,153,5,0.47,0.4263,,0.3858,0
IND_0019,Budaun,Uttar Pradesh,2023,28.9126,81.9293,314069,94947,219122,147,8,154,5,0.3723,0.4681,0.0981,0.3994,0
IND_0020,Bulandshahr,Uttar Pradesh,2019,23.8212,81.7469,340788,119273,221515,,,144,3,0.5477,0.3287,0.0845,0.2562,1
IND_0020,Bulandshahr,Uttar Pradesh,2020,23.8212,81.7469,345777,122748,223029,68,3,80,4,0.6695,0.1967,0.0463,0.2496,1
IND_0020,Bulandshahr,Uttar Pradesh,2021,23.8212,81.7469,349124,125682,223442,82,5,85,2,0.6663,0.2349,0.0487,0.1933,1
IND_0020,Bulandshahr,Uttar Pradesh,2022,23.8212,81.7469,358035,130680,227355,88,7,93,,0.4685,,,0.2409,1
IND_0020,Bulandshahr,Uttar Pradesh,2023,23.8212,81.7469,365188,,230072,87,6,151,4,0.5777,0.2382,0.0827,0.263,1
IND_0021,Chandauli,Uttar Pradesh,2019,26.862,84.39,142829,49973,92856,28,2,58,1,0.4809,0.196,0.0812,0.2317,1
IND_0021,Chandauli,Uttar Pradesh,2020,26.862,84.39,145010,51461,93549,29,2,50,1,0.5431,0.2,0.069,0.2269,1
IND_0021,Chandauli,Uttar Pradesh,2021,26.862,84.39,146324,52659,93665,29,2,50,1,0.6325,0.1982,0.0683,0.2044,1
IND_0021,Chandauli,Uttar Pradesh,2022,26.862,84.39,149872,54685,95187,53,2,50,1,0.517,0.3536,0.0667,0.2319,1
IND_0021,Chandauli,Uttar Pradesh,2023,26.862,84.39,151298,,95336,77,2,50,1,0.5367,0.5089,0.0661,0.2803,1
IND_0022,Chitrakoot,Uttar Pradesh,2019,29.2228,80.5445,555740,152567,403173,279,21,352,7,0.4022,0.502,0.1267,0.327,0
IND_0022,Chitrakoot,Uttar Pradesh,2020,29.2228,80.5445,562829,157327,405502,443,20,,13,0.4743,0.7871,0.1098,0.4824,0
IND_0022,Chitrakoot,Uttar Pradesh,2021,29.2228,80.5445,574339,163416,410923,502,15,381,11,0.4335,,0.1327,0.4463,0
IND_0022,Chitrakoot,Uttar Pradesh,2022,29.2228,80.5445,585444,169503,415941,355,16,433,13,0.3527,,0.1479,0.4906,0
IND_0022,Chitrakoot,Uttar Pradesh,2023,29.2228,80.5445,587075,172911,414164,458,17,,14,0.4778,,0.0749,0.4612,0
IND_0023,Deoria,Uttar Pradesh,2019,30.3699,83.5177,264698,74688,190010,124,10,285,6,0.4358,0.4685,0.2153,0.4141,0
IND_0023,Deoria,Uttar Pradesh,2020,30.3699,83.5177,268990,77244,191746,146,,130,5,0.5686,,0.0967,0.3801,0
IND_0023,Deoria,Uttar Pradesh,2021,30.3699,83.5177,271979,79462,192517,262,8,193,4,0.452,0.9633,0.1419,0.437,0
IND_0023,Deoria,Uttar Pradesh,2022,30.3699,83.5177,276029,82025,194004,203,8,254,3,0.3912,0.7354,0.184,0.39,0
IND_0023,Deoria,Uttar Pradesh,2023,30.3699,83.5177,283080,85536,197544,125,6,79,,0.453,0.4416,0.0558,0.3648,0
IND_0024,Etah,Uttar Pradesh,2019,28.2126,82.19,237082,83113,153969,103,3,,2,0.4225,0.4344,0.0422,0.272,1
IND_0024,Etah,Uttar Pradesh,2020,28.2126,82.19,240854,85640,155214,107,3,83,1,0.6935,0.4443,0.0689,0.1971,1
IND_0024,Etah,Uttar Pradesh,2021,28.2126,82.19,243216,87696,155520,89,3,56,1,0.5732,0.3659,,0.2238,1
IND_0024,Etah,Uttar Pradesh,2022,28.2126,82.19,247935,90637,157298,99,2,50,2,0.4977,0.3993,0.0403,0.2704,1
IND_0024,Etah,Uttar Pradesh,2023,28.2126,82.19,251876,93337,158539,61,5,90,1,0.435,0.2422,0.0715,0.2367,1
IND_0025,Etawah,Uttar Pradesh,2019,27.0267,80.1133,956151,380070,576081,595,30,496,20,0.4864,0.6223,0.1037,0.46,0
IND_0025,Etawah,Uttar Pradesh,2020,27.0267,80.1133,970279,390538,579741,930,37,721,12,0.4662,0.9585,0.1486,0.4651,0
IND_0025,Etawah,Uttar Pradesh,2021,27.0267,80.1133,985907,401757,584150,940,,498,19,0.5277,0.9534,0.101,0.4795,0
IND_0025,Etawah,Uttar Pradesh,2022,27.0267,80.1133,996273,410963,585310,648,,841,9,0.4997,0.6504,0.1688,0.3721,0
IND_0025,Etawah,Uttar Pradesh,2023,27.0267,80.1133,1021292,,594902,864,41,564,,0.3616,0.846,0.1104,0.4408,0
IND_0026,Farrukhabad,Uttar Pradesh,2019,24.3073,80.8547,141097,45088,96009,34,2,50,1,0.4959,0.241,0.0709,0.2565,1
IND_0026,Farrukhabad,Uttar Pradesh,2020,24.3073,80.8547,143170,46466,96704,50,2,,1,0.5835,,0.0782,0.227,1
IND_0026,Farrukhabad,Uttar Pradesh,2021,24.3073,80.8547,144583,47648,96935,41,2,53,1,0.5075,0.2836,0.0733,0.2592,1
IND_0026,Farrukhabad,Uttar Pradesh,2022,24.3073,80.8547,148031,49524,98507,43,2,,1,0.621,0.2905,0.0703,0.2181,1
IND_0026,Farrukhabad,Uttar Pradesh,2023,24.3073,80.8547,149605,50799,98806,34,2,56,1,0.4975,0.2273,0.0749,0.2421,1
IND_0027,Fatehpur,Uttar Pradesh,2019,25.8831,81.9362,1307463,306358,1001105,302,,459,8,0.4906,0.231,0.0702,0.2242,1
IND_0027,Fatehpur,Uttar Pradesh,2020,25.8831,81.9362,1329224,318103,1011121,516,13,,9,0.4992,0.3882,0.0549,0.211,1
IND_0027,Fatehpur,Uttar Pradesh,2021,25.8831,81.9362,1339405,327237,1012168,675,20,266,10,,0.504,0.0397,0.2418,1
IND_0027,Fatehpur,Uttar Pradesh,2022,25.8831,81.9362,1359824,339025,1020799,345,19,469,12,,0.2537,,0.2434,1
IND_0027,Fatehpur,Uttar Pradesh,2023,25.8831,81.9362,1391994,354005,,345,21,537,,0.5219,0.2478,0.0772,0.2608,1
IND_0028,Firozabad,Uttar Pradesh,2019,29.435,78.9148,117461,21626,95835,52,4,111,3,0.4916,0.4427,0.189,0.4355,0
IND_0028,Firozabad,Uttar Pradesh,2020,29.435,78.9148,119340,22568,96772,60,4,50,1,,0.5028,0.0838,0.293,0
IND_0028,Firozabad,Uttar Pradesh,2021,29.435,78.9148,120466,23383,97083,70,4,51,3,0.4693,0.5811,0.0847,0.4074,0
IND_0028,Firozabad,Uttar Pradesh,2022,29.435,78.9148,123167,24524,98643,68,4,88,2,0.3558,0.5521,0.1429,0.3951,0
IND_0028,Firozabad,Uttar Pradesh,2023,29.435,78.9148,125990,25716,100274,120,4,,,0.4387,0.9525,0.1381,0.4477,0
IND_0029,Gautam Buddha Nagar,Uttar Pradesh,2019,29.1518,83.3687,1050784,,824092,515,34,697,14,,0.4901,0.1327,0.3767,0
IND_0029,Gautam Buddha Nagar,Uttar Pradesh,2020,29.1518,83.3687,1064807,235042,829765,838,41,740,19,0.5459,0.787,0.139,0.3653,0
IND_0029,Gautam Buddha Nagar,Uttar Pradesh,2021,29.1518,83.3687,1077155,243153,834002,795,27,639,29,0.4123,0.7381,0.1186,0.4721,0
IND_0029,Gautam Buddha Nagar,Uttar Pradesh,2022,29.1518,83.3687,1102963,254494,848469,790,40,1169,18,0.4711,0.7163,0.212,0.4319,0
IND_0029,Gautam Buddha Nagar,Uttar Pradesh,2023,29.1518,83.3687,1115165,262885,852280,722,43,846,,0.4758,0.6474,0.1517,0.3637,0
IND_0030,Ghaziabad,Uttar Pradesh,2019,24.9831,83.1,608259,91725,,117,,221,7,0.569,0.1924,0.0727,0.2526,1
IND_0030,Ghaziabad,Uttar Pradesh,2020,24.9831,83.1,616777,96093,520684,211,10,257,6,0.5425,0.3421,0.0833,0.2765,1
IND_0030,Ghaziabad,Uttar Pradesh,2021,24.9831,83.1,623443,100249,523194,161,7,182,6,0.5476,,,0.2524,1
IND_0030,Ghaziabad,Uttar Pradesh,2022,24.9831,83.1,641148,106301,534847,127,12,147,9,0.5052,0.1981,0.0459,0.2781,1
IND_0030,Ghaziabad,Uttar Pradesh,2023,24.9831,83.1,651450,111267,540183,175,11,260,5,,0.2686,0.0798,0.248,1
IND_0031,Ghazipur,Uttar Pradesh,2019,28.7393,83.9591,143799,36476,,59,4,67,3,,0.4103,0.0932,0.4161,0
IND_0031,Ghazipur,Uttar Pradesh,2020,28.7393,83.9591,146048,37776,108272,114,5,140,,0.5626,0.7806,0.1917,0.4371,0
IND_0031,Ghazipur,Uttar Pradesh,2021,28.7393,83.9591,148212,39077,109135,84,,138,2,0.4994,,0.1862,0.3576,0
IND_0031,Ghazipur,Uttar Pradesh,2022,28.7393,83.9591,150374,40399,109975,68,,163,2,0.4483,0.4522,0.2168,0.3949,0
IND_0031,Ghazipur,Uttar Pradesh,2023,28.7393,83.9591,151221,41383,109838,90,4,90,2,0.4031,0.5952,0.119,0.3847,0
IND_0032,Gonda,Uttar Pradesh,2019,26.392,81.2503,648933,127164,521769,560,23,556,,0.451,0.863,0.1714,0.4248,0
IND_0032,Gonda,Uttar Pradesh,2020,26.392,81.2503,657348,132100,,301,16,269,12,0.4191,0.4579,0.0818,0.4078,0
IND_0032,Gonda,Uttar Pradesh,2021,26.392,81.2503,667985,137577,530408,491,23,506,13,0.5585,0.735,0.1515,0.4121,0
IND_0032,Gonda,Uttar Pradesh,2022,26.392,81.2503,683347,144158,539189,,20,557,9,0.4211,0.5488,0.163,0.3984,0
IND_0032,Gonda,Uttar Pradesh,2023,26.392,81.2503,686048,148158,537890,620,18,,13,0.3614,0.9037,0.1554,0.4934,0
IND_0033,Gorakhpur,Uttar Pradesh,2019,24.2393,81.9624,386248,92777,293471,367,,209,7,0.3603,,0.1082,0.4635,0
IND_0033,Gorakhpur,Uttar Pradesh,2020,24.2393,81.9624,392673,96284,296389,280,14,386,9,0.5415,0.7131,0.1966,0.4198,0
IND_0033,Gorakhpur,Uttar Pradesh,2021,24.2393,81.9624,399140,99865,299275,305,15,369,5,0.5041,,0.1849,0.3723,0
IND_0033,Gorakhpur,Uttar Pradesh,2022,24.2393,81.9624,403052,102859,300193,368,15,387,6,0.4909,0.913,0.192,0.4224,0
IND_0033,Gorakhpur,Uttar Pradesh,2023,24.2393,81.9624,413010,,305545,378,10,259,7,0.4149,0.9152,0.1254,0.4576,0
IND_0034,Hamirpur,Uttar Pradesh,2019,29.3762,78.9676,147951,35147,112804,45,3,50,1,,0.3042,0.0676,0.2622,1
IND_0034,Hamirpur,Uttar Pradesh,2020,29.3762,78.9676,150403,36482,113921,35,2,50,1,0.6908,0.2327,0.0665,0.1692,1
IND_0034,Hamirpur,Uttar Pradesh,2021,29.3762,78.9676,152692,37800,114892,68,2,51,1,0.628,0.4453,0.0668,0.2517,1
IND_0034,Hamirpur,Uttar Pradesh,2022,29.3762,78.9676,154586,39042,115544,67,2,51,1,0.6165,0.4334,,0.2146,1
IND_0034,Hamirpur,Uttar Pradesh,2023,29.3762,78.9676,155298,39998,115300,34,3,,1,0.5526,0.2189,0.0644,0.2588,1
IND_0035,Hapur,Uttar Pradesh,2019,29.3928,77.568,308198,82662,225536,268,7,93,4,0.3844,0.8696,0.0604,0.3799,0
IND_0035,Hapur,Uttar Pradesh,2020,29.3928,77.568,312499,85378,227121,180,7,133,6,0.412,0.576,0.0851,0.4097,0
IND_0035,Hapur,Uttar Pradesh,2021,29.3928,77.568,318654,88653,,159,10,244,5,0.4681,0.499,0.1531,0.3482,0
IND_0035,Hapur,Uttar Pradesh,2022,29.3928,77.568,321213,90971,230242,243,13,252,4,0.4234,0.7565,0.1569,0.3952,0
IND_0035,Hapur,Uttar Pradesh,2023,29.3928,77.568,329144,94863,234281,164,13,303,6,0.4234,0.4983,0.1841,0.4001,0
IND_0036,Hardoi,Uttar Pradesh,2019,29.2497,79.2428,702574,150145,552429,427,23,642,,0.4509,0.6078,0.1828,0.3969,0
IND_0036,Hardoi,Uttar Pradesh,2020,29.2497,79.2428,714167,156194,557973,356,20,434,19,0.4135,0.4985,0.1215,0.4462,0
IND_0036,Hardoi,Uttar Pradesh,2021,29.2497,79.2428,726116,162438,563678,477,,,13,0.5035,0.6569,0.0796,0.3699,0
IND_0036,Hardoi,Uttar Pradesh,2022,29.2497,79.2428,728494,166612,561882,496,17,241,16,0.3922,0.6809,0.0662,0.4352,0
IND_0036,Hardoi,Uttar Pradesh,2023,29.2497,79.2428,743701,,569892,343,29,797,12,0.4018,0.4612,0.2143,0.3817,0
IND_0037,Hathras,Uttar Pradesh,2019,30.0513,83.7364,237407,80081,157326,50,5,,1,0.4925,0.2106,0.0783,0.2311,1
IND_0037,Hathras,Uttar Pradesh,2020,30.0513,83.7364,241634,,,71,4,108,2,0.7028,0.2938,0.0894,0.2092,1
IND_0037,Hathras,Uttar Pradesh,2021,30.0513,83.7364,244044,84760,159284,74,3,85,1,0.6207,0.3032,0.0697,0.1667,1
IND_0037,Hathras,Uttar Pradesh,2022,30.0513,83.7364,250156,88134,162022,107,4,50,,0.5306,0.4277,,0.2645,1
IND_0037,Hathras,Uttar Pradesh,2023,30.0513,83.7364,252922,,,61,3,85,2,0.5359,0.2412,0.0672,0.2142,1
IND_0038,Jalaun,Uttar Pradesh,2019,29.2354,83.2552,242251,36371,205880,142,5,108,6,0.3832,0.5862,0.0892,0.4344,0
IND_0038,Jalaun,Uttar Pradesh,2020,29.2354,83.2552,246152,38188,207964,172,7,106,,0.5694,0.6988,0.0861,0.402,0
IND_0038,Jalaun,Uttar Pradesh,2021,29.2354,83.2552,250558,40124,,222,7,98,5,,0.886,0.0782,0.4244,0
IND_0038,Jalaun,Uttar Pradesh,2022,29.2354,83.2552,255024,42115,212909,189,8,249,4,0.4829,0.7411,0.1953,0.4225,0
IND_0038,Jalaun,Uttar Pradesh,2023,29.2354,83.2552,257361,43787,213574,240,7,,7,,0.9325,0.0925,0.5254,0
